id,label,claim,evidence,text
9059,refutes,數學的基礎分支之一的幾何學在中古世紀的西方並未出現在教育中。,"[[[8063, 7565, '幾何學', 7]]]",['許多文化中都有幾何學的發展，包括許多有關長度、面積及體積的知識，在西元前六世紀泰勒斯的時代，西方世界開始將幾何學視爲數學的一部份。']
7697,NOT ENOUGH INFO,許多百年以上的針插昆蟲標本收藏於國立臺灣大學昆蟲標本館。,"[[6937, None, None, None]]",[]
3397,supports,收入豐厚的湯姆克魯斯獲得了許多獎項。,"[[[2275, 2489, '湯姆·克魯斯', 1]], [[2275, 2490, '湯姆·克魯斯', 2]]]","['作爲世界上收入最多的演員之一，他獲得了多項榮譽，包含三次金球獎和榮譽金棕櫚獎，以及三次奧斯卡金像獎和英國電影學院獎提名。', '他的電影在北美擁有超過45億票房，在全球擁有超過110億美元票房，使他成爲有史以來票房最高的巨星。']"
2782,refutes,愛因斯坦光量子假說並未被證實。,"[[[3412, 3567, '光子', 12]]]",['雖然半古典理論對於量子力學的初始發展做出重大貢獻，從於1923年觀測到的電子對於單獨光子的康普頓散射開始，更多的實驗證據使愛因斯坦光量子假說得到充分證實。']
7804,supports,「五虎上將」的人物之一是三國時蜀漢的著名將領黃忠。,"[[[7035, 6707, '黃忠', 0], [7035, 6707, '黃忠', 2]]]","['黃忠，字漢升，一說字漢叔，荊州南陽郡（今河南省南陽市）人，三國時蜀漢的著名將領。', '陳壽在撰寫《三國志》的時候，將黃忠與關羽、張飛、馬超、趙雲合爲一傳（《三國志· 蜀書· 關張馬黃趙傳》），羅貫中的長篇小說《三國演義》中又將該五人並稱“ 五虎上將” ，廣爲世人所知。']"
8528,NOT ENOUGH INFO,妙義山在17世紀被認爲具有避雷功用。,"[[7707, None, None, None]]",[]
6845,refutes,獎盃是對某領域有優異表現人物提供的一種獎勵品，多爲球狀。,"[[[5562, 5513, '獎盃', 3]]]",['由於獎盃多爲杯狀，也因此而得名，但也有些其他的獎勵品不是採用杯狀的，它們可能採用盤狀、人像、雕塑或其他的形狀。']
8163,refutes,王禮在朱一貴民變後棄職而逃，後遭清朝政府在市場公開斬首。,"[[[7324, 6959, '王禮_(清朝)', 0], [7324, 6959, '王禮_(清朝)', 7]]]","['王禮，字立山，號虞山，中國清朝官員，本籍直隸順元宛平縣。', '康熙六十年十二月十八日（1721年2月3日），他因爲朱一貴民變應變不力，並棄職脫逃，遭清朝閩浙總督覺羅滿保審明而因此案正法。']"
1326,supports,高建爲韓國政治人物。,"[[[1128, 1186, '高建_(韓國)', 0]]]",['高建（고건 )，韓國政治家，曾兩次出任韓國國務總理和首爾市市長。']
679,refutes,MS DOS爲微軟的磁碟作業系統，是一個由美國微軟公司抄襲的作業系統。,"[[[535, 527, 'MSDOS', 0]]]",['微軟磁碟作業系統，MS-DOS，Microsoft Disk Operating System的縮寫，一個由美國微軟公司發展的作業系統，運行在Intel x86個人電腦上。']
6263,NOT ENOUGH INFO,被譽爲“ 酒都” 的宜賓市以烏魚子最爲著名，宜賓市是位於中國四川省的地級市。,"[[4966, None, None, None]]",[]
1609,refutes,冰淇淋通常以乳製品爲原料，是一種需要加熱而製成的食品。,"[[[1519, 1625, '冰淇淋', 0]]]",['是一種冷凍的甜品，通常以鮮奶油或奶油等乳製品爲原料，並加入水果或其他成分和香料混合製成。']
1610,refutes,冰淇淋通常以五穀爲原料，是一種冷凍的甜品。,"[[[1648, 1762, '冰淇淋', 0]], [[1649, 1763, '冰淇淋', 0]]]","['是一種冷凍的甜品，通常以鮮奶油或奶油等乳製品爲原料，並加入水果或其他成分和香料混合製成。', '是一種冷凍的甜品，通常以鮮奶油或奶油等乳製品爲原料，並加入水果或其他成分和香料混合製成。']"
8414,NOT ENOUGH INFO,隸屬中華民國法務部矯正署的矯正機關是法務部矯正署臺北少年觀護所，前身是臺灣高等法院檢察署臺北少年觀護所，位於新北市土城區。,"[[7532, None, None, None]]",[]
5399,refutes,阿托品靜脈注射後無法發揮活性。,"[[[4102, 4241, '阿托品', 2]]]",['靜脈注射劑型的藥物，在一分鐘內就會生效，並持續半小時到一小時左右。']
5063,refutes,木衛三十九被以希臘神話中的美惠五女神之一的名稱命名。,"[[[4222, 4342, '木衛三十九', 7]]]",['它在2005年3月被命名爲Hegemone（赫革摩涅，是卡里忒斯（美惠三女神）之一，宙斯（Jupiter）的女兒。']
7711,supports,米夏埃爾· 科爾曼（Michael Kohlmann)是一位歐洲職業網球運動員，他也是一位雙打專家，目前的他擁有五座ATP雙打冠軍。於2007年3月5日，他成爲雙打最高世界排名27位。,"[[[6953, 6648, '米夏埃爾·科爾曼', 0], [6953, 6648, '米夏埃爾·科爾曼', 1]]]","['米夏埃爾· 科爾曼（Michael Kohlmann)是一位德國職業網球運動員，他是一位雙打專家，他目前擁有五座ATP雙打冠軍。', '2007年3月5日，他到達雙打最高世界排名27位。']"
1476,refutes,密碼學涉及大量的信息量化、存儲與通信，數學和CS與密碼學屬於對立的科學。,"[[[1476, 1582, '密碼學', 8], [1476, 1582, '信息論', 0]]]","['密碼學是數學和計算機科學的分支，同時其原理大量涉及信息論。', '信息論（information theory）是應用數學、電子學和計算機科學的一個分支，涉及信息的量化、存儲和通信等。']"
6674,NOT ENOUGH INFO,赤足在家不穿人字拖是有些人的習慣。,"[[5461, None, None, None]]",[]
7390,supports,中國人徐翔曾因爲涉嫌操縱證券市場及內幕交易犯罪，被公安機關依法批准逮捕。,"[[[6377, 6178, '徐翔', 4], [6377, 6178, '2015年中國股災', 0], [6377, 6178, '徐翔_(投資家)', 0], [6377, 6178, '徐翔_(投資家)', 10], [6377, 6178, '徐翔_(投資家)', 13]]]","['徐翔，中國私募投資人，因涉及操控2015年中國股災被逮捕', '2015年中國股災，是2015年6-7月滬深中國上海、深圳兩市股市交易的股市指數在短期內出現暴跌的事件。', '徐翔，又名徐強，男，浙江寧波人，中國投資人，炒股風格以“ 快準狠” 而出名，被稱爲“ 私募一哥” 。', '2015年11月1日，徐翔因涉嫌非法手段獲取股市內幕信息，從事內幕交易、操縱股票交易價格等違法犯罪，被公安機關依法採取刑事強制措施。', '2016年4月29日，因涉嫌操縱證券市場及內幕交易犯罪，被公安機關依法批准逮捕。']"
8337,NOT ENOUGH INFO,桂皮可以藉由改善胰島素敏感性來幫助夜尿病患者。,"[[7470, None, None, None]]",[]
8209,refutes,SETI@home官方宣佈逐漸停止舊平臺的計算，全面改入歐洲大學柏克萊分校電腦學系發展出的分散式計算系統。,"[[[7448, 7063, 'SETI@home', 31]]]",['該項目由美國加州大學伯克利分校的伯克利空間科學實驗室主辦。']
5160,supports,鑽石是重要寶石之一，是目前已知硬度爲第二。,"[[[3743, 3893, '鑽石', 0], [3743, 3893, '樞要寶石', 0], [3743, 3893, '鑽石', 1]]]","['鑽石（古希臘語：ἀδάμας ； 法語、德語：Diamant；Diamond； Алмаз ），爲五種樞要寶石的一種，化學和工業應用中稱爲金剛石。', '樞要寶石（Cardinal gems）指的是傳統上認爲最重要的五種寶石。', '鑽石是碳元素組成的無色晶體，爲目前已知硬度僅次於藍絲黛爾石的天然物質。']"
692,supports,硫是一種元素。,"[[[515, 507, '硫', 0]]]",['硫（；Sulfur），是一種化學元素，其化學符號爲，原子序數爲16，原子量爲。']
2251,refutes,八大山人出生於明朝宗室，是輔國中尉，雖其拙於書畫，但仍爲清初四僧之一。,"[[[4021, 4172, '八大山人', 0]]]",['八大山人，譜名統（“ 𨨗 ” 音“ 勸” ），訓名耷，法名傳綮，字刃庵，號八大山人、彭祖、雪- { 個} - 、- { 個} - 山、- { 個} - 山驢、驢屋、人屋、道朗等，江西新建人，祖籍直隸鳳陽（今安徽），明朝宗室、輔國中尉、書畫家，與石濤、髡殘、弘仁並稱爲清初「 四僧」 。']
7602,NOT ENOUGH INFO,英裔美國激進民主主義者托馬斯·潘恩的作品之一反對基督教教條，於1809年去世的托馬斯·潘恩，只有6個人出席了他的生日派對。,"[[6882, None, None, None]]",[]
5464,refutes,位於北極圈內的北冰洋有長年不化的冰層，中央的海冰是永久性的，當海水流進荷蘭時通常伴隨瓦解的冰山，因而給航運帶來威脅。,"[[[3897, 4056, '北冰洋', 16]]]",['當海水向南流進大西洋時，瓦解的冰山就隨之流入大西洋，給航運帶來威脅。']
2029,supports,計算機科學中的數據壓縮技術包含圖像壓縮技術。,"[[[1779, 1918, '圖像壓縮技術', 0]]]",['圖像壓縮技術是計算機科學中數據壓縮技術的一個分支。']
1059,supports,單片機的全稱是單晶片微處理器。,"[[[512, 504, '單片機', 0], [512, 504, '微型計算機', 0]]]","['單晶片，全稱- {zh-cn:單片微型計算機;zh-tw:單晶片微電腦} - （single-chip microcomputer），又稱- { 微控制器} - 單元（microcontroller unit），是把中央處理器、存儲器、定時/ 計數器（timer/counter）、各種輸入輸出接口等都集成在一塊- {zh-hans:集成電路;zh-hant:積體電路; } - 芯片上的微型計算機。', '一般來說，微型計算機是以微處理器作爲CPU的計算機。']"
6503,refutes,根據經濟學人智庫於2019年提出的世界最佳居住國家報告中，東京排行第七位。,"[[[5963, 5843, '東京都', 17]]]",['據經濟學人信息社在2019年的，在調查對象城市中，東京是排名第七位的宜居都市。']
7809,supports,創立於1867年的德魯大學是位於美國新澤西州的一所私立大學，因爲校區位於186英畝的森林中，因此又有暱稱「森林大學」。,"[[[7051, 6718, '德魯大學', 0], [7051, 6718, '德魯大學', 1]]]","['德魯大學（Drew University）是位於美國新澤西州麥迪遜的一所私立大學，因爲校區位於186acre的森林中而得到暱稱“ 森林大學” （University in the Forest）。', '該大學創立於1867年，本是美國商人丹尼爾· 德魯爲衛理公會成立的神學院，1928年擴大成爲文理學院，1955年開始接受研究生入學。']"
569,refutes,荷馬爲虛構人物，兩部史詩整理成集者爲其他人。,"[[[820, 827, '荷馬史詩', 3]], [[820, 828, '荷馬史詩', 9]], [[820, 829, '荷馬史詩', 2]]]","['關於荷馬所生的年代，出生地和是否確有其人都存在爭議。', '荷馬如果確有其人，應該是將兩部史詩整理定型的作者。', '相傳由古希臘盲詩人荷馬創作的兩部長篇史詩《伊利亞特》和《奧德賽》的統稱。']"
4170,supports,研究地震波時，反射十分重要，通過對次聲波的檢測以研究地震與海嘯。,"[[[2558, 2793, '反射_(物理學)', 7]]]",['在地質學方面，研究地震波時，反射是十分重要的部分，通過對次聲波的檢測以研究地震與海嘯。']
5644,refutes,已經有一個單一且具共識的標準來定義新興宗教。,"[[[5543, 5495, '新興宗教', 7]]]",['沒有單一的、具共識的標準來定義“ 新宗教運動” 。']
8232,refutes,貴之富士三造是的父母都是日本本地人。,"[[[7397, 7024, '貴之富士三造', 3]]]",['他的父親是日本人，母親是菲律賓人。']
2605,refutes,麻省理工學院在第二次世界大戰及冷戰期間，放棄於應用科學與工程學的技能研究。,"[[[2326, 2555, '麻省理工學院', 58]]]",['學校的研究人員在第二次世界大戰及冷戰期間，致力開發電腦、雷達及慣性導航系統技術； 戰後的防禦性科技研究使學校得以進一步發展，教職員人數及校園面積在的帶領下有所上升。']
89,supports,樂山大佛建造於唐朝而且花了90年。,"[[[77, 48, '樂山大佛', 1]]]",['樂山大佛開鑿於唐代開元元年（713年），完成於貞元十九年（803年），先後歷經3位負責人，歷時約九十年。']
8176,NOT ENOUGH INFO,中國社會科學院第一任副院長是胡喬木。,"[[7341, None, None, None]]",[]
5678,refutes,生長在蒙古冰川上的香杏麗蘑味道鮮美，生長在有羊骨或羊糞的地方，香杏麗蘑被稱爲“ 口蘑”，因爲以前通過河北省張家口市輸往中國內地。,"[[[5403, 5369, '香杏麗蘑', 1]]]",['在中國生長在蒙古草原上，一般生長在有羊骨或羊糞的地方，味道異常鮮美。']
7248,NOT ENOUGH INFO,位於美國喬治亞州朗縣的伯茲克里克的面積和人口皆未知，處於北美東部沿海。,"[[6348, None, None, None]]",[]
5864,supports,太陽系已知行星中具有最光滑表面的是木衛二。,"[[[4807, 4854, '木衛二', 2]]]",['木衛二稍微比月亮小，主要由硅酸鹽岩石構成，並具有水- 冰地殼，和可能是一個鐵- 鎳核心； 有稀薄的大氣層，主要由氧氣組成； 表面有大量裂縫和條紋，而隕石坑比較罕見，有在太陽系任何已知的固體物體的最光滑表面。']
7730,refutes,在伊拉克戰爭中的接連發生的醜聞與巨大開銷下，美國政府於2010年8月，決定還是決定繼續留在出伊拉克。,"[[[7053, 6720, '伊拉克戰爭', 5]]]",['在接連醜聞與巨大開銷下，美國政府於2010年8月，決定撤出伊拉克。']
8696,NOT ENOUGH INFO,蔡卓妍國中三年級第二個月以兼職模特兒爲業。,"[[7843, None, None, None]]",[]
2235,supports,離開黑豹樂隊後，著名中國音樂人竇唯的音樂風格擺脫過往的流行搖滾。,"[[[3762, 3914, '竇唯', 7], [3762, 3914, '竇唯', 0], [3762, 3914, '竇唯', 6]]]","['之後竇唯離開黑豹，組建了做夢樂隊（1991年，1992年解散）、譯樂隊（1999年）、不一定樂隊、暮良文王（2002年）和不一樣樂隊，其音樂風格開始多元化。', '竇唯，中國大陸著名音樂家、歌手、作曲家、音樂製作人，中國搖滾樂代表人物之一。', '1988年，竇唯接替丁武擔任黑豹樂隊主唱，並於1991年出版了專輯《黑豹》，迅速在香港和大陸取得了商業上的成功，這是新中國第一張流行搖滾樂專輯。']"
7422,refutes,盧卡斯·迪奧多斯基是保齡球運動員。,"[[[6782, 6509, '盧卡斯·迪奧多斯基', 0]]]",['盧卡斯· 迪奧多斯基是一位波蘭足球運動員。']
4030,supports,在生物分類學上牛亞科內的動物之間仍有不確定性，因此又下分出族。,"[[[2912, 3109, '牛亞科', 1], [2912, 3109, '牛亞科', 2]]]","['這個亞科內的動物之間的親屬關係還不很清楚。', '爲了顯示這個不清楚性，在生物分類學上亞科以下又分族。']"
7720,refutes,臺灣省政府於1998大幅縮減業務、也失去地方自治機關的功能，成爲一個沒有自治地位之民間行政機關。,"[[[7013, 6688, '臺灣省政府', 1]]]",['於1998年臺灣省政府功能業務與組織調整後大幅縮減業務、並喪失地方自治機關之功能，成爲無自治地位之地方行政機關。']
3314,NOT ENOUGH INFO,慕容復剛學會武功。,"[[2424, None, None, None]]",[]
8823,refutes,1965年的臺語電影《地獄新娘》的導演和辛奇不熟。,"[[[7968, 7483, '辛奇_(臺灣導演)', 0], [7968, 7483, '地獄新娘_(1965年電影)', 0]]]","['辛奇，本名辛金傳，臺灣電影導演，以臺語片著名，代表作品有《三八新娘憨子婿》、《三聲無奈》、《再會十七歲》、《危險的青春》、《地獄新娘》、《阿西父子》、《燒肉糉》、《難忘的車站》等。', '是一部1965年的臺語電影，導演辛奇、編劇張淵福、音樂楊三郎，演員有金玫、柯俊雄、柳青、歐威、金塗、楊月帆、周遊、王滿嬌、戴佩珊、小惠。']"
4436,supports,寒武紀大爆發可被世界各地發現的化石群所證明。,"[[[5233, 5223, '寒武紀大爆發', 5]]]",['在世界各地發現的化石群共同印證了這一生命進化史上的壯觀景象，例如在加拿大的伯吉斯頁岩，和在中國雲南省澄江化石地等。']
8259,NOT ENOUGH INFO,因爲北海道第二次世界大戰戰敗，若竹町行政區劃始終未正式實施。,"[[7450, None, None, None]]",[]
6648,NOT ENOUGH INFO,望遠鏡在研究天體與天文現象的自然科學已是被淘汰的工具。,"[[5307, None, None, None]]",[]
6551,refutes,飼養率僅次於狗的貓是世界百大外來入侵種之一，扶養着很多原生鳥類、齧齒類的生存。,"[[[5856, 5754, '貓', 2]]]",['現在，貓成爲世界上最爲廣泛的寵物之一，飼養率僅次於狗，但同時也威脅着很多原生鳥類、齧齒類的生存，是世界百大外來入侵種之一。']
3178,supports,盧拉在軍事獨裁時期組織最大規模罷工，使得政府加速垮臺。,"[[[2305, 2533, '路易斯·伊納西奧·盧拉·達席爾瓦', 5]]]",['他也是軍事獨裁時期最大規模罷工的主要組織者之一，這些罷工使政府陷入困境，並加速了軍政府的垮臺。']
4698,NOT ENOUGH INFO,在地面上築巢的日本鶺鴒在生物分類學上屬於鳥綱雀形目鶺鴒科鶺鴒屬的鳥類，以昆蟲爲食。,"[[4553, None, None, None]]",[]
4514,refutes,航空交通管制的工作是由飛機上工作人員進行。,"[[[3934, 4091, '航空交通管制', 0]]]",['航空交通管制（英文：Air traffic control，縮寫：ATC）是指由在地面的航空交通管制員協調和指導空域或機場內不同航空器的航行路線和飛航模式以防止飛航器在地面或者空中發生意外和確保他們均可以運作暢順，達至最大效率。']
5423,supports,泰坦神忒堤斯是神明俄刻阿諾斯的妻子。,"[[[4404, 4505, '忒堤斯', 0], [4404, 4505, '提坦', 0]]]","['忒堤斯（古希臘語：Τηθύς ）希臘神話中的提坦神之一，海神俄刻阿諾斯的姐姐與妻子。', '泰坦（Τιτάν ，-LSB- /tiːtaː́n/ -RSB- ； 通俗文化中經常使用源於英語音譯的“ 泰- { } - 坦” 或「 提- { } - 坦」 -LSB- /taɪtən/ -RSB- ）希臘神話中一組神的統稱。']"
5358,supports,天衛三表面覆蓋非常多撞擊坑，但隕石坑的數量比天衛四少。,"[[[4178, 4305, '天衛三', 11]]]",['天衛三覆蓋著無數直徑達326公里（203英里）的撞擊坑，但隕石坑的數量並不如天衛四多，並表示天王星的五個衛星它可能經歷了早期的內源性表面重生事件，抹去較舊的、嚴重坑坑窪窪的表面。']
8620,supports,著名前練馬師簡炳墀爲香港現在保存最好的客家圍村，松柏塱居民，並獲選爲松柏塱村村長。,"[[[7691, 7267, '松柏塱', 3], [7691, 7267, '松柏塱', 2], [7691, 7267, '松柏塱', 4]]]","['著名前練馬師簡炳墀爲松柏塱原居民，並獲選爲松柏塱村村長。', '村內不少古建築仍保留原來風貌，可說是香港現在保存最好的客家圍村。', '由於松柏塱一開始便是雜姓村落，其內部也分爲不同姓氏的聚居群落，是著名的客家圍。']"
1141,supports,《日本侵華研究》刊物由吳天威創辦。,"[[[1218, 1295, '吳天威', 9]]]",['創辦《日本侵華研究》刊物。']
1347,supports,古蹟可被其所有人變動、修改。,"[[[1078, 1123, '古蹟', 5]]]",['一旦一個建築物或遺址被列爲古蹟、或暫訂古蹟時，通常就受到主管機關保護，未經許可，包括所有者在內的任何人，都不可以任意變動、修改。']
2133,NOT ENOUGH INFO,豫劇的唱腔下里巴人，又有河南謳之名。,"[[2547, None, None, None]]",[]
7643,refutes,由講談社於2006年出版的《三年坂火之夢》獲得美洲推理口說的最高榮譽。,"[[[6938, 6637, '三年坂火之夢', 0]]]",['《三年坂火之夢》（日文：）爲日本作家早瀨亂的推理小說。']
6421,NOT ENOUGH INFO,由於袁隆平的水稻研究屢有突破，他在2019年9月成爲第一批獲得共和國勳章人員之一。,"[[5059, None, None, None]]",[]
5181,supports,號樊南生的李商隱，是晚唐詩人，在《唐詩三百首》中，李商隱的詩作數量位列第四。,"[[[5927, 5818, '李商隱', 23]], [[5927, 5819, '李商隱', 24]]]","['李商隱，字義山，號玉谿生、樊南生，祖籍隴西狄道（今甘肅省臨洮縣），祖輩遷滎陽（今河南鄭州），晚唐詩人，和杜牧合稱“ 小李杜” ，與溫庭筠合稱爲“ 溫李” ，與同時期的段成式、溫庭筠風格相近，且都在家族裏排行十六，故並稱爲三十六體。', '在《唐詩三百首》中，李商隱的詩作佔廿二首，數量位列第四。']"
355,supports,中國人民解放軍武漢軍區，下轄湖北省軍區、河南省軍區。,"[[[366, 375, '中國人民解放軍武漢軍區', 0]]]",['中國人民解放軍武漢軍區是中國人民解放軍1955年3月7日設立的一個大軍區，下轄湖北省軍區、河南省軍區。']
6715,refutes,柔軟且帶有白色光澤的石頭：銀，常用於投資型硬幣中，可作爲收藏和投資。,"[[[5378, 5344, '銀', 1]]]",['銀是柔軟且帶有白色光澤的過渡金屬，在所有金屬中，擁有最高的導電率、導熱率和反射率。']
8872,refutes,小元富太郎於荷西時期在臺灣創立了臺灣織布。,"[[[8018, 7524, '臺灣織布', 0]]]",['臺灣織布株式會社，於日治臺灣設立的紡織公司，創辦人爲小元富太郎。']
2300,supports,獅子座中亮於5.5等的恆星有52顆，是黃道帶星座之一。,"[[[3989, 4143, '獅子座', 1], [3989, 4143, '獅子座', 0]]]","['獅子座中亮於5.5等的恆星有52顆，最亮星爲軒轅十四（獅子座α ），視星等爲1.35。', '獅子座（Leo，天文符號：♌ ）黃道帶星座之一，面積946.96平方度，佔全天面積的2.296% ，在全天88個星座中，面積排行第十二位。']"
3902,refutes,淮劇中運用的方言包含入聲的六個韻部，屬於語言學之概念。,"[[[3076, 3258, '淮劇', 13], [3076, 3258, '入聲', 0]]]","['入聲韻部6個，即霍託、活潑、六足、黑特、邋遢、錫鐵。', '入聲（checked tone、entering tone）是音韻學之概念，包括入聲韻及入聲調。']"
3950,supports,卡西尼去世前的職位是天文臺員工。,"[[[4921, 4957, '喬瓦尼·多梅尼科·卡西尼', 4]]]",['1640年起，擔任博洛尼亞大學天文學教授，並在1671年巴黎天文臺落成後成爲該臺的第一任總監直到去世。']
5941,refutes,由於人類的馴化使得雞超重，爬行能力不如一般野生雉科。,"[[[4766, 4814, '雞', 2]]]",['雞已喪失了大部分的飛行能力，但還留有極少的飛行能力，只能飛一小段，和大部份雉科鳥類一樣不善飛行，但因爲在人類刻意配種餵食下，雞被養成超重，不成比例的肥大，飛行能力纔會比其他野生雉科鳥類還要差。']
8863,refutes,溫室氣體中碳氟化合物因爲化學鍵強度高所以難以降落。,"[[[8208, 7689, '氟', 24]]]",['由於碳氟鍵強度極高，有機氟化合物在環境中難以降解，能夠長期存在。']
1564,supports,人因工程學和商品外型細節對工業設計而言，十分重要。,"[[[1468, 1574, '工業設計', 4]]]",['工業設計者的設計構思，應該包括產品的整體外型、各種細節特徵的相關位置、顏色、材質、音效； 還要考慮產品使用時的人因工程學。']
7077,refutes,臺南避病院是日治時代臺南專治療法定傳染病病人的法院。,"[[[6482, 6263, '臺南避病院', 0]]]",['臺南避病院爲日治時期設於臺南市的的一所醫院，專門治療法定傳染病患者，目前僅存一棟主建物，研判興建於大正時期前後，地址爲臺南市中西區民生路二段402號。']
4943,supports,馬關條約取代了先前兩國簽署之《中日修好條規》，並象徵甲午戰爭之正式結束，而同時大清帝國放棄了朝鮮的宗主權使得日本在此後基於《日韓合併條約》兼併了朝鮮。,"[[[3767, 3918, '馬關條約', 5], [3767, 3918, '日韓合併', 0], [3767, 3918, '馬關條約', 3], [3767, 3918, '馬關條約', 4]]]","['與此同時，大清帝國宣佈放棄對朝鮮數百年來之宗主國地位，導致日本於數年後兼併朝鮮。', '日韓合併（韓國併合）是指1910年8月22日日本（大日本帝國）基於《日韓合併條約》，將朝鮮半島（大韓帝國）併入版圖的歷史事件； 此舉象徵朝鮮歷史上做爲獨立國家地位的中斷，以及朝鮮日據時期的開始。', '該條約之簽署象徵甲午戰爭之正式結束，並導致大清帝國將福建臺灣省（含澎湖）及遼寧省南部的遼東半島等永久割讓予大日本帝國； 臺灣由此進入長達約50年之臺灣日治時期。', '同時，該條約取代了先前兩國簽署之《中日修好條規》。']"
3597,refutes,臺灣團結聯盟在2020年的第10屆立委選舉僅獲0.35% 的政黨票，其黨內司機劉一德請辭因未獲準而留任。,"[[[4556, 4641, '臺灣團結聯盟', 88]]]",['2020年1月11日因臺聯在第10屆立委選舉僅獲0.35% 的政黨票，排名落居第11位，雖仍爲全國第六大黨，劉一德請辭黨主席因未獲準而留任，但預計進入二年的冬眠狀態，使臺聯面臨泡沫化的危機。']
5446,refutes,通用電氣主要是在美國本土經營的產業，業務僅在美洲地區發展。,"[[[4654, 4721, '通用電氣', 45]]]",['是源自美國的跨國綜合企業，經營產業包括電子工業、能源、運輸工業、航空航天、醫療與金融服務； 總部位於波士頓、公司則在紐約州註冊，業務遍及世界100多個國家，擁有員工約28萬7千人。']
1494,refutes,伊斯蘭教法是一套依據孔子論語的內容，來規範人民日常生活和行爲的法律。,"[[[1503, 1611, '伊斯蘭教法', 0]]]","['伊斯蘭教法（-LSB- شريعة ,Šarīʿa,lit= 道路-RSB- ； -LSB- ʃaˈriːʕa-RSB- ，音譯：沙里亞），是一套以伊斯蘭教教義爲準則的法律，其根據伊斯蘭教聖書（特別是《古蘭經》和部分聖訓）的內容，規範人民日常生活和行爲。']"
3949,supports,卡西尼去世前的職位是巴黎天文臺首任總監。,"[[[3242, 3403, '喬瓦尼·多梅尼科·卡西尼', 4]]]",['1640年起，擔任博洛尼亞大學天文學教授，並在1671年巴黎天文臺落成後成爲該臺的第一任總監直到去世。']
994,NOT ENOUGH INFO,伍迪·艾倫有「影劇事業中稀有珍貴之物」的稱號。,"[[612, None, None, None]]",[]
825,supports,蔡英文在選舉慘敗後辭去黨要職。,"[[[575, 573, '蔡英文', 25], [575, 573, '民主進步黨主席', 0]]]","['2022年，民進黨在九合一選舉慘敗後，她辭去民進黨主席一職。', '民主進步黨主席，是中華民國政黨民主進步黨的黨魁。']"
2913,NOT ENOUGH INFO,藤島康介在漫畫或卡通的創作上有障礙。,"[[2580, None, None, None]]",[]
7324,refutes,木衛三十八是在南極發現的，它是一顆環繞木星的衛星。,"[[[6296, 6108, '木衛三十八', 1]]]",['是在2002年由斯科特· 謝帕德帶領的天文小組於夏威夷大學發現。']
